accion	origen	destino	motivo
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Double Dragon.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Double Dragon.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Dracula - The Undead (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Dracula - The Undead (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Dracula the Undead.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Dracula the Undead.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Electrocop (1989).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Electrocop (1989).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/European Soccer Challenge (1993) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/European Soccer Challenge (1993) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Eye of the Beholder (Prototype) (1990) (NuFX).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Eye of the Beholder (Prototype) (1990) (NuFX).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Unreleased/Eye of the Beholder.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Unreleased/Eye of the Beholder.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Fat Bobby (1997) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Fat Bobby (1997) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Gauntlet - The Third Encounter (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Gauntlet - The Third Encounter (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Gauntlet - The Third Encounter.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Gauntlet - The Third Encounter.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Gordo 106 - The Mutated Lab Monkey (1993).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Gordo 106 - The Mutated Lab Monkey (1993).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Hard Drivin' (1993).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Hard Drivin' (1993).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Hockey (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Hockey (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Hockey.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Hockey.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Hydra (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Hydra (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Ishido - The Way of the Stones (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Ishido - The Way of the Stones (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ishido - The Way of Stones.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ishido - The Way of Stones.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Jimmy Conners Tennis (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Jimmy Conners Tennis (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Jimmy Connors Tennis.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Jimmy Connors Tennis.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Joust (1993) (Williams).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Joust (1993) (Williams).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Joust.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Joust.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Klax (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Klax (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Klax.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Klax.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Krazy Ace Minature Golf (1997) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Krazy Ace Minature Golf (1997) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Krazy Ace Miniature Golf.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Krazy Ace Miniature Golf.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Kung Food (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Kung Food (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Lemmings (1993).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Lemmings (1993).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Lemmings.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Lemmings.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Lexis (1999) (Songbird).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Lexis (1999) (Songbird).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Loopz (Prototype) (1992) (Handmade Software).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Loopz (Prototype) (1992) (Handmade Software).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Unreleased/Loopz.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Unreleased/Loopz.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Lynx Casino (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Lynx Casino (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Lynx Casino.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Lynx Casino.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Malibu Bikini Volleyball (1993).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Malibu Bikini Volleyball (1993).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Marlboro Go! (Prototype) (1993) (Digital Image).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Marlboro Go! (Prototype) (1993) (Digital Image).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Ms. Pac-Man (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Ms. Pac-Man (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ms. Pac-Man.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ms. Pac-Man.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/NFL Football (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/NFL Football (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/NFL Football.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/NFL Football.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Ninja Gaiden (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Ninja Gaiden (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ninja Gaiden.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ninja Gaiden.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Ninja Gaiden III - The Ancient Ship of Doom (1993).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Ninja Gaiden III - The Ancient Ship of Doom (1993).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ninja Gaiden III - The Ancient Ship of Doom.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Ninja Gaiden III - The Ancient Ship of Doom.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Pac-Land (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Pac-Land (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Pac-Land.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Pac-Land.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Paperboy (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Paperboy (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Paperboy.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Paperboy.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Pinball Jam (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Pinball Jam (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Pinball Jam.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Pinball Jam.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Pit Fighter - The Ultimate Competition (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Pit Fighter - The Ultimate Competition (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Power Factor (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Power Factor (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Qix (1991) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Qix (1991) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Qix.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Qix.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Raiden (1997) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Raiden (1997) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Raiden.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Raiden.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Rampage (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Rampage (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rampage.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rampage.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Rampart (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Rampart (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rampart.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rampart.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Road Riot 4WD (Beta) (1994).lnx	emu/ROMS/LYNX/Road Riot 4WD (Beta) (1994).lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Road Riot 4WD (Prototype).lnx	emu/EXTRAS/LYNX-duplicados/Road Riot 4WD (Prototype).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/RoadBlasters (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/RoadBlasters (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/RoadBlasters.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/RoadBlasters.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Robo-Squash (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Robo-Squash (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Robotron 2084 (1991) (Williams).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Robotron 2084 (1991) (Williams).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Robotron - 2084.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Robotron - 2084.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Rygar - Legendary Warrior (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Rygar - Legendary Warrior (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rygar.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Rygar.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/S.T.U.N. Runner (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/S.T.U.N. Runner (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/S.T.U.N. Runner.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/S.T.U.N. Runner.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Scrapyard Dog (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Scrapyard Dog (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Scrapyard Dog.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Scrapyard Dog.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Shadow of the Beast (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Shadow of the Beast (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Shadow of the Beast.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Shadow of the Beast.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Shanghai (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Shanghai (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Shanghai.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Shanghai.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Steel Talons (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Steel Talons (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Steel Talons.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Steel Talons.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Super Asteroids & Missile Command (1995).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Super Asteroids & Missile Command (1995).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Super Asteroids & Missile Command.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Super Asteroids & Missile Command.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Super Off-Road (1996) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Super Off-Road (1996) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Super Skweek (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Super Skweek (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Super Skweek.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Super Skweek.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Switchblade II (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Switchblade II (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Switchblade II.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Switchblade II.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/T-Tris (1996) by Bastian Schick.lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/T-Tris (1996) by Bastian Schick.lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Homebrew & Unlicensed/T-Tris.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Homebrew & Unlicensed/T-Tris.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Fidelity Ultimate Chess Challenge (1991) (Telegames).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Fidelity Ultimate Chess Challenge (1991) (Telegames).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Gates of Zendocon, The (1989).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Gates of Zendocon, The (1989).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Gates of Zendocon.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Gates of Zendocon.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Todd's Adventure in Slime World (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Todd's Adventure in Slime World (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Todd's Adventures in Slime World.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Todd's Adventures in Slime World.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Toki (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Toki (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Toki.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Toki.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Tournament Cyberball 2072 (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Tournament Cyberball 2072 (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Turbo Sub (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Turbo Sub (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Turbo Sub.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Turbo Sub.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Viking Child (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Viking Child (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Viking Child.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Viking Child.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Warbirds (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Warbirds (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Warbirds.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Warbirds.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/World Class Soccer (1992).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/World Class Soccer (1992).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Xenophobe (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Xenophobe (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Xybots (1991).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Xybots (1991).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Xybots.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Xybots.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Zarlor Mercenary (1990).lnx	emu/EXTRAS/LYNX-duplicados/Atari Lynx/Zarlor Mercenary (1990).lnx	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Zarlor Mercenary.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Zarlor Mercenary.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Baseball Heroes (1991).lnx	emu/ROMS/LYNX/Baseball Heroes (1991).lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Basketbrawl (1992) [a1].lnx	emu/ROMS/LYNX/Basketbrawl (1992) [a1].lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Cylum's Atari Lynx ROM Collection (02-16-2021)/Basketbrawl.zip	emu/EXTRAS/LYNX-duplicados/Cylum's Atari Lynx ROM Collection (02-16-2021)/Basketbrawl.zip	duplicado (mismo contenido que la ROM conservada)
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Battle Wheels (1993) (Beyond Games) [o1].lnx	emu/ROMS/LYNX/Battle Wheels (1993) (Beyond Games) [o1].lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Block Out (1990) [o1].lnx	emu/ROMS/LYNX/Block Out (1990) [o1].lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Blue Lightning (1989) [a1].lnx	emu/ROMS/LYNX/Blue Lightning (1989) [a1].lnx	ROM exclusiva de subcarpeta, al primer nivel
MOVIDO	emu/ROMS/LYNX/Atari Lynx/Blue Lightning Demo (1989) [o1].lnx	emu/ROMS/LYNX/Blue Lightning Demo (1989) [o1].lnx	ROM exclusiva de subcarpeta, al primer nivel
