accion	origen	destino	motivo
MOVIDO	emu/ROMS/GG/Aah! Harimanada (J).png	emu/MEDIA/GG/Aah! Harimanada (J).png	caratula
MOVIDO	emu/ROMS/GG/Addams Family, The (U) [!].png	emu/MEDIA/GG/Addams Family, The (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Adventures of Batman & Robin, The (U) [!].png	emu/MEDIA/GG/Adventures of Batman & Robin, The (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Aerial Assault (JU) (V1.1) [!].png	emu/MEDIA/GG/Aerial Assault (JU) (V1.1) [!].png	caratula
MOVIDO	emu/ROMS/GG/Aladdin (U) [!].png	emu/MEDIA/GG/Aladdin (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Alien 3 (U) [!].png	emu/MEDIA/GG/Alien 3 (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Alien Syndrome (J).png	emu/MEDIA/GG/Alien Syndrome (J).png	caratula
MOVIDO	emu/ROMS/GG/Andre Agassi Tennis (U) [!].png	emu/MEDIA/GG/Andre Agassi Tennis (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Arcade Classics (U) [!].png	emu/MEDIA/GG/Arcade Classics (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Arch Rivals (U) [!].png	emu/MEDIA/GG/Arch Rivals (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Arena - Maze of Death (U) [!].png	emu/MEDIA/GG/Arena - Maze of Death (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ariel - The Little Mermaid (U) [!].png	emu/MEDIA/GG/Ariel - The Little Mermaid (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Arliel - Crystal Densetsu (J).png	emu/MEDIA/GG/Arliel - Crystal Densetsu (J).png	caratula
MOVIDO	emu/ROMS/GG/Asterix and the Great Rescue (E) (M5) [!].png	emu/MEDIA/GG/Asterix and the Great Rescue (E) (M5) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ax Battler - A Legend of Golden Axe (U) (V2.4) [!].png	emu/MEDIA/GG/Ax Battler - A Legend of Golden Axe (U) (V2.4) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ayrton Senna's Super Monaco GP II (U) [!].png	emu/MEDIA/GG/Ayrton Senna's Super Monaco GP II (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Baku Baku Animal (U).png	emu/MEDIA/GG/Baku Baku Animal (U).png	caratula
MOVIDO	emu/ROMS/GG/Baku Baku Animal - Sekai Shiikugakari Senshu-ken (J) [!].png	emu/MEDIA/GG/Baku Baku Animal - Sekai Shiikugakari Senshu-ken (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Batman Forever (U) [!].png	emu/MEDIA/GG/Batman Forever (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Batman Returns (U) [!].png	emu/MEDIA/GG/Batman Returns (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Batter Up (U) [!].png	emu/MEDIA/GG/Batter Up (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Battleship (U) [!].png	emu/MEDIA/GG/Battleship (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Battletoads (U) [!].png	emu/MEDIA/GG/Battletoads (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Beavis and Butt-head (U) [!].png	emu/MEDIA/GG/Beavis and Butt-head (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Berenstain Bears', The - Camping Adventure (U) [!].png	emu/MEDIA/GG/Berenstain Bears', The - Camping Adventure (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Berlin no Kabe (J).png	emu/MEDIA/GG/Berlin no Kabe (J).png	caratula
MOVIDO	emu/ROMS/GG/Bishoujo Senshi Sailor Moon S (J).png	emu/MEDIA/GG/Bishoujo Senshi Sailor Moon S (J).png	caratula
MOVIDO	emu/ROMS/GG/Bonkers Wax Up! (U) [!].png	emu/MEDIA/GG/Bonkers Wax Up! (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Bram Stoker's Dracula (U) [!].png	emu/MEDIA/GG/Bram Stoker's Dracula (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Bubble Bobble (U) [!].png	emu/MEDIA/GG/Bubble Bobble (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Bugs Bunny in Double Trouble (U) [!].png	emu/MEDIA/GG/Bugs Bunny in Double Trouble (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Bust-A-Move (U) [!].png	emu/MEDIA/GG/Bust-A-Move (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Buster Ball (J).png	emu/MEDIA/GG/Buster Ball (J).png	caratula
MOVIDO	emu/ROMS/GG/Buster Fight (J).png	emu/MEDIA/GG/Buster Fight (J).png	caratula
MOVIDO	emu/ROMS/GG/Caesar's Palace (U) [!].png	emu/MEDIA/GG/Caesar's Palace (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Captain America and the Avengers (U) [!].png	emu/MEDIA/GG/Captain America and the Avengers (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Car Licence (J).png	emu/MEDIA/GG/Car Licence (J).png	caratula
MOVIDO	emu/ROMS/GG/Casino Funpak (U) [!].png	emu/MEDIA/GG/Casino Funpak (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Castle of Illusion starring Mickey Mouse (UE) [!].png	emu/MEDIA/GG/Castle of Illusion starring Mickey Mouse (UE) [!].png	caratula
MOVIDO	emu/ROMS/GG/Chakan (U) [!].png	emu/MEDIA/GG/Chakan (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Chase H.Q. (J) [S][!].png	emu/MEDIA/GG/Chase H.Q. (J) [S][!].png	caratula
MOVIDO	emu/ROMS/GG/Chessmaster, The (U) [!].png	emu/MEDIA/GG/Chessmaster, The (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Chicago Syndicate (U) [!].png	emu/MEDIA/GG/Chicago Syndicate (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Choplifter III (U) [!].png	emu/MEDIA/GG/Choplifter III (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Chuck Rock (U) [!].png	emu/MEDIA/GG/Chuck Rock (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Chuck Rock II - Son of Chuck (E) [!].png	emu/MEDIA/GG/Chuck Rock II - Son of Chuck (E) [!].png	caratula
MOVIDO	emu/ROMS/GG/Cliffhanger (U) [!].png	emu/MEDIA/GG/Cliffhanger (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Clutch Hitter (U) [!].png	emu/MEDIA/GG/Clutch Hitter (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Coca Cola Kid (J) [!].png	emu/MEDIA/GG/Coca Cola Kid (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Columns (U) [!].png	emu/MEDIA/GG/Columns (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Cool Spot (U) [!].png	emu/MEDIA/GG/Cool Spot (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Cosmic Spacehead (E) (M4) [!].png	emu/MEDIA/GG/Cosmic Spacehead (E) (M4) [!].png	caratula
MOVIDO	emu/ROMS/GG/Crayon Shin-Chan - Taiketsu! Tankam Panic!! (J).png	emu/MEDIA/GG/Crayon Shin-Chan - Taiketsu! Tankam Panic!! (J).png	caratula
MOVIDO	emu/ROMS/GG/Crystal Warriors (U) [!].png	emu/MEDIA/GG/Crystal Warriors (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Cutthroat Island (U) [!].png	emu/MEDIA/GG/Cutthroat Island (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Daffy Duck in Hollywood (E) (M5) [!].png	emu/MEDIA/GG/Daffy Duck in Hollywood (E) (M5) [!].png	caratula
MOVIDO	emu/ROMS/GG/Deep Duck Trouble Starring Donald Duck (U) [!].png	emu/MEDIA/GG/Deep Duck Trouble Starring Donald Duck (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Defenders of Oasis (U) [!].png	emu/MEDIA/GG/Defenders of Oasis (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Desert Speedtrap - Starring Road Runner and Wile E. Coyote (E) (M5) [!].png	emu/MEDIA/GG/Desert Speedtrap - Starring Road Runner and Wile E. Coyote (E) (M5) [!].png	caratula
MOVIDO	emu/ROMS/GG/Desert Strike - Return to the Gulf (U) [!].png	emu/MEDIA/GG/Desert Strike - Return to the Gulf (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Devilish (U) [!].png	emu/MEDIA/GG/Devilish (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Doraemon - Waku Waku Pocket Paradise (J) [!].png	emu/MEDIA/GG/Doraemon - Waku Waku Pocket Paradise (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Double Dragon (U) [!].png	emu/MEDIA/GG/Double Dragon (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Dr. Robotnik's Mean Bean Machine (U) [!].png	emu/MEDIA/GG/Dr. Robotnik's Mean Bean Machine (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Dragon - The Bruce Lee Story (E) [!].png	emu/MEDIA/GG/Dragon - The Bruce Lee Story (E) [!].png	caratula
MOVIDO	emu/ROMS/GG/Dragon Crystal (U) [!].png	emu/MEDIA/GG/Dragon Crystal (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Drop Zone (U) [!].png	emu/MEDIA/GG/Drop Zone (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Dunk Kid's (J).png	emu/MEDIA/GG/Dunk Kid's (J).png	caratula
MOVIDO	emu/ROMS/GG/Dynamite Headdy (U).png	emu/MEDIA/GG/Dynamite Headdy (U).png	caratula
MOVIDO	emu/ROMS/GG/Earthworm Jim (U) [!].png	emu/MEDIA/GG/Earthworm Jim (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ecco - The Tides of Time (U) [!].png	emu/MEDIA/GG/Ecco - The Tides of Time (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ecco II - The Tides of Time (J) [!].png	emu/MEDIA/GG/Ecco II - The Tides of Time (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ecco the Dolphin (U) [!].png	emu/MEDIA/GG/Ecco the Dolphin (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ernie Els Golf (E).png	emu/MEDIA/GG/Ernie Els Golf (E).png	caratula
MOVIDO	emu/ROMS/GG/Eternal Legend (J) [!].png	emu/MEDIA/GG/Eternal Legend (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Evander Holyfield's 'Real Deal' Boxing (U) [!].png	emu/MEDIA/GG/Evander Holyfield's 'Real Deal' Boxing (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Excellent Dizzy Collection, The (E) [S][!].png	emu/MEDIA/GG/Excellent Dizzy Collection, The (E) [S][!].png	caratula
MOVIDO	emu/ROMS/GG/F-1 (E) [!].png	emu/MEDIA/GG/F-1 (E) [!].png	caratula
MOVIDO	emu/ROMS/GG/F-15 Strike Eagle (U) [!].png	emu/MEDIA/GG/F-15 Strike Eagle (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/FIFA International Soccer (UE) (M4) [!].png	emu/MEDIA/GG/FIFA International Soccer (UE) (M4) [!].png	caratula
MOVIDO	emu/ROMS/GG/FIFA Soccer 96 (UE) (M4) [!].png	emu/MEDIA/GG/FIFA Soccer 96 (UE) (M4) [!].png	caratula
MOVIDO	emu/ROMS/GG/Faceball 2000 (J) [!].png	emu/MEDIA/GG/Faceball 2000 (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Factory Panic (U) [!].png	emu/MEDIA/GG/Factory Panic (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Fantastic Dizzy (U) [S][!].png	emu/MEDIA/GG/Fantastic Dizzy (U) [S][!].png	caratula
MOVIDO	emu/ROMS/GG/Fantasy Zone Gear (JU) [!].png	emu/MEDIA/GG/Fantasy Zone Gear (JU) [!].png	caratula
MOVIDO	emu/ROMS/GG/Fatal Fury Special (U) [!].png	emu/MEDIA/GG/Fatal Fury Special (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Foreman for Real (U) [!].png	emu/MEDIA/GG/Foreman for Real (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Frank Thomas Big Hurt Baseball (U) [!].png	emu/MEDIA/GG/Frank Thomas Big Hurt Baseball (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Fred Couples Golf (U) [!].png	emu/MEDIA/GG/Fred Couples Golf (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Frogger (Prototype) [!].png	emu/MEDIA/GG/Frogger (Prototype) [!].png	caratula
MOVIDO	emu/ROMS/GG/From TV Animation - Slam Dunk - Shouri heno Starting 5 (J) [!].png	emu/MEDIA/GG/From TV Animation - Slam Dunk - Shouri heno Starting 5 (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/G-LOC Air Battle (J) (V1.1).png	emu/MEDIA/GG/G-LOC Air Battle (J) (V1.1).png	caratula
MOVIDO	emu/ROMS/GG/GG Aleste (J).png	emu/MEDIA/GG/GG Aleste (J).png	caratula
MOVIDO	emu/ROMS/GG/GG Doraemon - Nora no Suke no Yabou (J).png	emu/MEDIA/GG/GG Doraemon - Nora no Suke no Yabou (J).png	caratula
MOVIDO	emu/ROMS/GG/GG Portrait - Pai Chan (J) [!].png	emu/MEDIA/GG/GG Portrait - Pai Chan (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/GG Portrait - Yuuki Akira (J) [!].png	emu/MEDIA/GG/GG Portrait - Yuuki Akira (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/GG Shinobi (E) [!].png	emu/MEDIA/GG/GG Shinobi (E) [!].png	caratula
MOVIDO	emu/ROMS/GG/GP Rider (U) [!].png	emu/MEDIA/GG/GP Rider (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Galaga '91 (J).png	emu/MEDIA/GG/Galaga '91 (J).png	caratula
MOVIDO	emu/ROMS/GG/Gamble Panic (J).png	emu/MEDIA/GG/Gamble Panic (J).png	caratula
MOVIDO	emu/ROMS/GG/Gambler Jikochuushin Ha (J).png	emu/MEDIA/GG/Gambler Jikochuushin Ha (J).png	caratula
MOVIDO	emu/ROMS/GG/Ganbare Gorby! (J).png	emu/MEDIA/GG/Ganbare Gorby! (J).png	caratula
MOVIDO	emu/ROMS/GG/Garfield - Caught in the Act (U) [!].png	emu/MEDIA/GG/Garfield - Caught in the Act (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Gear Stadium (J).png	emu/MEDIA/GG/Gear Stadium (J).png	caratula
MOVIDO	emu/ROMS/GG/Gear Stadium Heiseiban (J) [!].png	emu/MEDIA/GG/Gear Stadium Heiseiban (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Gear Works (U) [!].png	emu/MEDIA/GG/Gear Works (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/George Foreman's KO Boxing (U) [!].png	emu/MEDIA/GG/George Foreman's KO Boxing (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Godzilla - Kaiju Dai Shingeki (J) [!].png	emu/MEDIA/GG/Godzilla - Kaiju Dai Shingeki (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Greendog (U).png	emu/MEDIA/GG/Greendog (U).png	caratula
MOVIDO	emu/ROMS/GG/Griffin (J).png	emu/MEDIA/GG/Griffin (J).png	caratula
MOVIDO	emu/ROMS/GG/Gunstar Heroes (J).png	emu/MEDIA/GG/Gunstar Heroes (J).png	caratula
MOVIDO	emu/ROMS/GG/Halley Wars (U) [!].png	emu/MEDIA/GG/Halley Wars (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Head Buster (J) [T+Eng.99_Chris Covell].png	emu/MEDIA/GG/Head Buster (J) [T+Eng.99_Chris Covell].png	caratula
MOVIDO	emu/ROMS/GG/Home Alone (U) [!].png	emu/MEDIA/GG/Home Alone (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Honoo no Doukyuuji - Dodge Danpei (J).png	emu/MEDIA/GG/Honoo no Doukyuuji - Dodge Danpei (J).png	caratula
MOVIDO	emu/ROMS/GG/Hook (U) [!].png	emu/MEDIA/GG/Hook (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/House of Tarot (J) [!].png	emu/MEDIA/GG/House of Tarot (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Hurricanes (U) [!].png	emu/MEDIA/GG/Hurricanes (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Hyokkori Hyoutan Jima (J).png	emu/MEDIA/GG/Hyokkori Hyoutan Jima (J).png	caratula
MOVIDO	emu/ROMS/GG/Hyper Chou Pro Yakyuu '92 (J) [!].png	emu/MEDIA/GG/Hyper Chou Pro Yakyuu '92 (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/Ichidant~R GG - Puzzle & Action (J).png	emu/MEDIA/GG/Ichidant~R GG - Puzzle & Action (J).png	caratula
MOVIDO	emu/ROMS/GG/In the Wake of Vampire (J).png	emu/MEDIA/GG/In the Wake of Vampire (J).png	caratula
MOVIDO	emu/ROMS/GG/Incredible Crash Dummies, The (U).png	emu/MEDIA/GG/Incredible Crash Dummies, The (U).png	caratula
MOVIDO	emu/ROMS/GG/Incredible Hulk, The (U) [!].png	emu/MEDIA/GG/Incredible Hulk, The (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Indiana Jones and the Last Crusade (U).png	emu/MEDIA/GG/Indiana Jones and the Last Crusade (U).png	caratula
MOVIDO	emu/ROMS/GG/Iron Man X-O Manowar in Heavy Metal (U).png	emu/MEDIA/GG/Iron Man X-O Manowar in Heavy Metal (U).png	caratula
MOVIDO	emu/ROMS/GG/Itchy & Scratchy Game, The (U) [!].png	emu/MEDIA/GG/Itchy & Scratchy Game, The (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/J.League Soccer - Dream Eleven (J) [!].png	emu/MEDIA/GG/J.League Soccer - Dream Eleven (J) [!].png	caratula
MOVIDO	emu/ROMS/GG/James Bond 007 - The Duel (U) [!].png	emu/MEDIA/GG/James Bond 007 - The Duel (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/James Pond 3 - Operation Starfish (U) [!].png	emu/MEDIA/GG/James Pond 3 - Operation Starfish (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/James Pond II - Codename RoboCod (U) [!].png	emu/MEDIA/GG/James Pond II - Codename RoboCod (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Jeopardy! (U) [!].png	emu/MEDIA/GG/Jeopardy! (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Jeopardy! - Sports Edition (U) [!].png	emu/MEDIA/GG/Jeopardy! - Sports Edition (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Joe Montana's Football (JU) [!].png	emu/MEDIA/GG/Joe Montana's Football (JU) [!].png	caratula
MOVIDO	emu/ROMS/GG/Judge Dredd (U) [!].png	emu/MEDIA/GG/Judge Dredd (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Junction (U).png	emu/MEDIA/GG/Junction (U).png	caratula
MOVIDO	emu/ROMS/GG/Jungle Book, The (U) (Mar 1994) [!].png	emu/MEDIA/GG/Jungle Book, The (U) (Mar 1994) [!].png	caratula
MOVIDO	emu/ROMS/GG/Jurassic Park (UE) [!].png	emu/MEDIA/GG/Jurassic Park (UE) [!].png	caratula
MOVIDO	emu/ROMS/GG/Kaitou Saint Tail (J).png	emu/MEDIA/GG/Kaitou Saint Tail (J).png	caratula
MOVIDO	emu/ROMS/GG/Kawasaki Superbike Challenge (U) [!].png	emu/MEDIA/GG/Kawasaki Superbike Challenge (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Kenyuu Densetsu Yaiba (J).png	emu/MEDIA/GG/Kenyuu Densetsu Yaiba (J).png	caratula
MOVIDO	emu/ROMS/GG/Kick & Rush (J).png	emu/MEDIA/GG/Kick & Rush (J).png	caratula
MOVIDO	emu/ROMS/GG/Kinetic Connection (J).png	emu/MEDIA/GG/Kinetic Connection (J).png	caratula
MOVIDO	emu/ROMS/GG/Kishin Douji Zenki (J).png	emu/MEDIA/GG/Kishin Douji Zenki (J).png	caratula
MOVIDO	emu/ROMS/GG/Klax (U) [!].png	emu/MEDIA/GG/Klax (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Kuni-chan no Game Tengoku (J).png	emu/MEDIA/GG/Kuni-chan no Game Tengoku (J).png	caratula
MOVIDO	emu/ROMS/GG/Kuni-chan no Game Tengoku Part 2 (J).png	emu/MEDIA/GG/Kuni-chan no Game Tengoku Part 2 (J).png	caratula
MOVIDO	emu/ROMS/GG/Land of Illusion Starring Mickey Mouse (U) [!].png	emu/MEDIA/GG/Land of Illusion Starring Mickey Mouse (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Last Action Hero (U) [!].png	emu/MEDIA/GG/Last Action Hero (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Legend of Illusion Starring Mickey Mouse (U) [!].png	emu/MEDIA/GG/Legend of Illusion Starring Mickey Mouse (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Lemmings (U) [!].png	emu/MEDIA/GG/Lemmings (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Lion King, The (E) [!].png	emu/MEDIA/GG/Lion King, The (E) [!].png	caratula
MOVIDO	emu/ROMS/GG/Lost World, The - Jurassic Park (U).png	emu/MEDIA/GG/Lost World, The - Jurassic Park (U).png	caratula
MOVIDO	emu/ROMS/GG/Lucky Dime Caper, The Starring Donald Duck (U) [!].png	emu/MEDIA/GG/Lucky Dime Caper, The Starring Donald Duck (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Lunar - Sanposuru Gakuen (J) [T-Eng].png	emu/MEDIA/GG/Lunar - Sanposuru Gakuen (J) [T-Eng].png	caratula
MOVIDO	emu/ROMS/GG/MLBPA Baseball (U) [!].png	emu/MEDIA/GG/MLBPA Baseball (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Madden NFL '95 (U) [!].png	emu/MEDIA/GG/Madden NFL '95 (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Madden NFL '96 (U) [!].png	emu/MEDIA/GG/Madden NFL '96 (U) [!].png	caratula
MOVIDO	emu/ROMS/GG/Madou Monogatari A - Doki Doki - Bake Shon (J).png	emu/MEDIA/GG/Madou Monogatari A - Doki Doki - Bake Shon (J).png	caratula
MOVIDO	emu/ROMS/GG/Madou Monogatari I (J).png	emu/MEDIA/GG/Madou Monogatari I (J).png	caratula
MOVIDO	emu/ROMS/GG/Madou Monogatari II - Aruru 16-sai (J).png	emu/MEDIA/GG/Madou Monogatari II - Aruru 16-sai (J).png	caratula
MOVIDO	emu/ROMS/GG/Madou Monogatari III - Kyukyoku Joo-sama (J).png	emu/MEDIA/GG/Madou Monogatari III - Kyukyoku Joo-sama (J).png	caratula
MOVIDO	emu/ROMS/GG/Magic Knight Rayearth (J) [!].png	emu/MEDIA/GG/Magic Knight Rayearth (J) [!].png	caratula
