accion	origen	destino	motivo
EXTRAIDO	emu/dos/Robotron 2084.zip	emu/ROMS/DOS/Robotron 2084/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Robotron 2084.conf	lanzador de dosbox_svn (seguro: robotron/Robotron.exe)
MOVIDO	emu/dos/Robotron 2084.zip	emu/ORIGINALES/DOS/Robotron 2084.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Robotron 2084/
EXTRAIDO	emu/dos/Rocky's Boots.zip	emu/ROMS/DOS/Rocky's Boots/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Rocky's Boots.conf	lanzador de dosbox_svn (seguro: ROCKY'S.BAT)
MOVIDO	emu/dos/Rocky's Boots.zip	emu/ORIGINALES/DOS/Rocky's Boots.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Rocky's Boots/
EXTRAIDO	emu/dos/Rollercoaster Rumbler.zip	emu/ROMS/DOS/Rollercoaster Rumbler/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Rollercoaster Rumbler.conf	lanzador de dosbox_svn (dudoso: ROLLER.BAT)
MOVIDO	emu/dos/Rollercoaster Rumbler.zip	emu/ORIGINALES/DOS/Rollercoaster Rumbler.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Rollercoaster Rumbler/
EXTRAIDO	emu/dos/Romance of the Three Kingdoms 2.zip	emu/ROMS/DOS/Romance of the Three Kingdoms 2/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Romance of the Three Kingdoms 2.conf	lanzador de dosbox_svn (seguro: romance2/RTK2.COM)
MOVIDO	emu/dos/Romance of the Three Kingdoms 2.zip	emu/ORIGINALES/DOS/Romance of the Three Kingdoms 2.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Romance of the Three Kingdoms 2/
EXTRAIDO	emu/dos/Romance of the Three Kingdoms.zip	emu/ROMS/DOS/Romance of the Three Kingdoms/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Romance of the Three Kingdoms.conf	lanzador de dosbox_svn (dudoso: romance1/MAIN.EXE)
MOVIDO	emu/dos/Romance of the Three Kingdoms.zip	emu/ORIGINALES/DOS/Romance of the Three Kingdoms.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Romance of the Three Kingdoms/
EXTRAIDO	emu/dos/Ruckus Poker.zip	emu/ROMS/DOS/Ruckus Poker/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Ruckus Poker.conf	lanzador de dosbox_svn (seguro: POKER.EXE)
MOVIDO	emu/dos/Ruckus Poker.zip	emu/ORIGINALES/DOS/Ruckus Poker.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Ruckus Poker/
EXTRAIDO	emu/dos/Rules of Engagement.zip	emu/ROMS/DOS/Rules of Engagement/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Rules of Engagement.conf	lanzador de dosbox_svn (seguro: RoE/RULES.COM)
MOVIDO	emu/dos/Rules of Engagement.zip	emu/ORIGINALES/DOS/Rules of Engagement.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Rules of Engagement/
EXTRAIDO	emu/dos/Rush 'n' Attack.zip	emu/ROMS/DOS/Rush 'n' Attack/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Rush 'n' Attack.conf	lanzador de dosbox_svn (seguro: GO.EXE)
MOVIDO	emu/dos/Rush 'n' Attack.zip	emu/ORIGINALES/DOS/Rush 'n' Attack.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Rush 'n' Attack/
EXTRAIDO	emu/dos/S.C. Out.zip	emu/ROMS/DOS/S.C. Out/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/S.C. Out.conf	lanzador de dosbox_svn (dudoso: SCOUT.EXE)
MOVIDO	emu/dos/S.C. Out.zip	emu/ORIGINALES/DOS/S.C. Out.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/S.C. Out/
EXTRAIDO	emu/dos/S.D.I..zip	emu/ROMS/DOS/S.D.I/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/S.D.I.conf	lanzador de dosbox_svn (seguro: SDI.EXE)
MOVIDO	emu/dos/S.D.I..zip	emu/ORIGINALES/DOS/S.D.I..zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/S.D.I/
EXTRAIDO	emu/dos/Sand Storm.zip	emu/ROMS/DOS/Sand Storm/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sand Storm.conf	lanzador de dosbox_svn (seguro: sand.exe)
MOVIDO	emu/dos/Sand Storm.zip	emu/ORIGINALES/DOS/Sand Storm.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sand Storm/
EXTRAIDO	emu/dos/Sango Fighter.zip	emu/ROMS/DOS/Sango Fighter/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sango Fighter.conf	lanzador de dosbox_svn (seguro: SANGO.EXE)
MOVIDO	emu/dos/Sango Fighter.zip	emu/ORIGINALES/DOS/Sango Fighter.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sango Fighter/
EXTRAIDO	emu/dos/Sarge.zip	emu/ROMS/DOS/Sarge/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sarge.conf	lanzador de dosbox_svn (seguro: SARGE.EXE)
MOVIDO	emu/dos/Sarge.zip	emu/ORIGINALES/DOS/Sarge.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sarge/
EXTRAIDO	emu/dos/Scapeghost.zip	emu/ROMS/DOS/Scapeghost/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Scapeghost.conf	lanzador de dosbox_svn (seguro: SG/MENU.EXE)
MOVIDO	emu/dos/Scapeghost.zip	emu/ORIGINALES/DOS/Scapeghost.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Scapeghost/
EXTRAIDO	emu/dos/Sea Dragon.zip	emu/ROMS/DOS/Sea Dragon/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sea Dragon.conf	lanzador de dosbox_svn (seguro: SeaDragon.exe)
MOVIDO	emu/dos/Sea Dragon.zip	emu/ORIGINALES/DOS/Sea Dragon.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sea Dragon/
EXTRAIDO	emu/dos/Sea Rogue.zip	emu/ROMS/DOS/Sea Rogue/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sea Rogue.conf	lanzador de dosbox_svn (seguro: ROGUE.BAT)
MOVIDO	emu/dos/Sea Rogue.zip	emu/ORIGINALES/DOS/Sea Rogue.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sea Rogue/
EXTRAIDO	emu/dos/Secret of the Silverblades.zip	emu/ROMS/DOS/Secret of the Silverblades/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Secret of the Silverblades.conf	lanzador de dosbox_svn (seguro: START.EXE)
MOVIDO	emu/dos/Secret of the Silverblades.zip	emu/ORIGINALES/DOS/Secret of the Silverblades.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Secret of the Silverblades/
EXTRAIDO	emu/dos/Sensible World of Soccer.zip	emu/ROMS/DOS/Sensible World of Soccer/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sensible World of Soccer.conf	lanzador de dosbox_svn (seguro: SWS.EXE)
MOVIDO	emu/dos/Sensible World of Soccer.zip	emu/ORIGINALES/DOS/Sensible World of Soccer.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sensible World of Soccer/
EXTRAIDO	emu/dos/Shadow Knights.zip	emu/ROMS/DOS/Shadow Knights/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shadow Knights.conf	lanzador de dosbox_svn (seguro: SHADOW.EXE)
MOVIDO	emu/dos/Shadow Knights.zip	emu/ORIGINALES/DOS/Shadow Knights.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shadow Knights/
EXTRAIDO	emu/dos/Shadow President.zip	emu/ROMS/DOS/Shadow President/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shadow President.conf	lanzador de dosbox_svn (seguro: SHADOW/SHADOW.EXE)
MOVIDO	emu/dos/Shadow President.zip	emu/ORIGINALES/DOS/Shadow President.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shadow President/
EXTRAIDO	emu/dos/Shadow Warrior.zip	emu/ROMS/DOS/Shadow Warrior/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Shadow Warrior.conf	lanzador de dosbox_svn (dudoso: SW.EXE)
MOVIDO	emu/dos/Shadow Warrior.zip	emu/ORIGINALES/DOS/Shadow Warrior.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shadow Warrior/
EXTRAIDO	emu/dos/Shadowgate.zip	emu/ROMS/DOS/Shadowgate/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Shadowgate.conf	lanzador de dosbox_svn (dudoso: shadowgt/SGATE.EXE)
MOVIDO	emu/dos/Shadowgate.zip	emu/ORIGINALES/DOS/Shadowgate.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shadowgate/
EXTRAIDO	emu/dos/Shadows of Mordor.zip	emu/ROMS/DOS/Shadows of Mordor/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shadows of Mordor.conf	lanzador de dosbox_svn (seguro: SOM.EXE)
MOVIDO	emu/dos/Shadows of Mordor.zip	emu/ORIGINALES/DOS/Shadows of Mordor.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shadows of Mordor/
EXTRAIDO	emu/dos/Shamus.zip	emu/ROMS/DOS/Shamus/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shamus.conf	lanzador de dosbox_svn (seguro: SHAMUS.COM)
MOVIDO	emu/dos/Shamus.zip	emu/ORIGINALES/DOS/Shamus.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shamus/
EXTRAIDO	emu/dos/Sherlock Holmes - Another Bow.zip	emu/ROMS/DOS/Sherlock Holmes - Another Bow/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sherlock Holmes - Another Bow.conf	lanzador de dosbox_svn (seguro: Sherlock/SHERLOCK.COM)
MOVIDO	emu/dos/Sherlock Holmes - Another Bow.zip	emu/ORIGINALES/DOS/Sherlock Holmes - Another Bow.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sherlock Holmes - Another Bow/
EXTRAIDO	emu/dos/Sherman M4.zip	emu/ROMS/DOS/Sherman M4/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sherman M4.conf	lanzador de dosbox_svn (seguro: SHERMAN.EXE)
MOVIDO	emu/dos/Sherman M4.zip	emu/ORIGINALES/DOS/Sherman M4.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sherman M4/
EXTRAIDO	emu/dos/Shinobi.zip	emu/ROMS/DOS/Shinobi/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shinobi.conf	lanzador de dosbox_svn (seguro: shinobi/SHINOBI.EXE)
MOVIDO	emu/dos/Shinobi.zip	emu/ORIGINALES/DOS/Shinobi.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shinobi/
EXTRAIDO	emu/dos/Shogun.zip	emu/ROMS/DOS/Shogun/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shogun.conf	lanzador de dosbox_svn (seguro: shogun/Shogun.bat)
MOVIDO	emu/dos/Shogun.zip	emu/ORIGINALES/DOS/Shogun.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shogun/
EXTRAIDO	emu/dos/Shufflepuck Café.zip	emu/ROMS/DOS/Shufflepuck Cafe/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Shufflepuck Cafe.conf	lanzador de dosbox_svn (seguro: SHUFFLE.COM)
MOVIDO	emu/dos/Shufflepuck Café.zip	emu/ORIGINALES/DOS/Shufflepuck Café.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Shufflepuck Cafe/
EXTRAIDO	emu/dos/Siege.zip	emu/ROMS/DOS/Siege/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Siege.conf	lanzador de dosbox_svn (seguro: siege/SIEGE.EXE)
MOVIDO	emu/dos/Siege.zip	emu/ORIGINALES/DOS/Siege.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Siege/
EXTRAIDO	emu/dos/Sierra Championship Boxing.zip	emu/ROMS/DOS/Sierra Championship Boxing/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sierra Championship Boxing.conf	lanzador de dosbox_svn (seguro: scb/KO.EXE)
MOVIDO	emu/dos/Sierra Championship Boxing.zip	emu/ORIGINALES/DOS/Sierra Championship Boxing.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sierra Championship Boxing/
EXTRAIDO	emu/dos/Silent Service 2.zip	emu/ROMS/DOS/Silent Service 2/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Silent Service 2.conf	lanzador de dosbox_svn (dudoso: ss2/SS2.EXE)
MOVIDO	emu/dos/Silent Service 2.zip	emu/ORIGINALES/DOS/Silent Service 2.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Silent Service 2/
EXTRAIDO	emu/dos/Silent Service.zip	emu/ROMS/DOS/Silent Service/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Silent Service.conf	lanzador de dosbox_svn (seguro: silentservice.exe)
MOVIDO	emu/dos/Silent Service.zip	emu/ORIGINALES/DOS/Silent Service.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Silent Service/
EXTRAIDO	emu/dos/Silpheed.zip	emu/ROMS/DOS/Silpheed/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Silpheed.conf	lanzador de dosbox_svn (dudoso: S.EXE)
MOVIDO	emu/dos/Silpheed.zip	emu/ORIGINALES/DOS/Silpheed.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Silpheed/
EXTRAIDO	emu/dos/Silverball.zip	emu/ROMS/DOS/Silverball/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Silverball.conf	lanzador de dosbox_svn (seguro: silverb/SILVER.EXE)
MOVIDO	emu/dos/Silverball.zip	emu/ORIGINALES/DOS/Silverball.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Silverball/
EXTRAIDO	emu/dos/SimCity 2000.zip	emu/ROMS/DOS/SimCity 2000/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/SimCity 2000.conf	lanzador de dosbox_svn (dudoso: simc2000/SC2000.EXE)
MOVIDO	emu/dos/SimCity 2000.zip	emu/ORIGINALES/DOS/SimCity 2000.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/SimCity 2000/
EXTRAIDO	emu/dos/SimCity.zip	emu/ROMS/DOS/SimCity/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/SimCity.conf	lanzador de dosbox_svn (seguro: simcity/SIMCITY.EXE)
MOVIDO	emu/dos/SimCity.zip	emu/ORIGINALES/DOS/SimCity.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/SimCity/
EXTRAIDO	emu/dos/Sinbad and the Throne of the Falcon.zip	emu/ROMS/DOS/Sinbad and the Throne of the Falcon/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Sinbad and the Throne of the Falcon.conf	lanzador de dosbox_svn (dudoso: SB.EXE)
MOVIDO	emu/dos/Sinbad and the Throne of the Falcon.zip	emu/ORIGINALES/DOS/Sinbad and the Throne of the Falcon.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sinbad and the Throne of the Falcon/
EXTRAIDO	emu/dos/Skate or Die.zip	emu/ROMS/DOS/Skate or Die/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Skate or Die.conf	lanzador de dosbox_svn (seguro: SKATE.EXE)
MOVIDO	emu/dos/Skate or Die.zip	emu/ORIGINALES/DOS/Skate or Die.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Skate or Die/
EXTRAIDO	emu/dos/Ski or Die.zip	emu/ROMS/DOS/Ski or Die/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Ski or Die.conf	lanzador de dosbox_svn (seguro: skiordie.EXE)
MOVIDO	emu/dos/Ski or Die.zip	emu/ORIGINALES/DOS/Ski or Die.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Ski or Die/
EXTRAIDO	emu/dos/Sky Shark.zip	emu/ROMS/DOS/Sky Shark/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sky Shark.conf	lanzador de dosbox_svn (seguro: skyshark/SKYSHARK.EXE)
MOVIDO	emu/dos/Sky Shark.zip	emu/ORIGINALES/DOS/Sky Shark.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sky Shark/
EXTRAIDO	emu/dos/Skyfox 2 - The Cygnus Conflict.zip	emu/ROMS/DOS/Skyfox 2 - The Cygnus Conflict/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Skyfox 2 - The Cygnus Conflict.conf	lanzador de dosbox_svn (seguro: skyfox2/Skyfox16.exe)
MOVIDO	emu/dos/Skyfox 2 - The Cygnus Conflict.zip	emu/ORIGINALES/DOS/Skyfox 2 - The Cygnus Conflict.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Skyfox 2 - The Cygnus Conflict/
EXTRAIDO	emu/dos/Skyroads.zip	emu/ROMS/DOS/Skyroads/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Skyroads.conf	lanzador de dosbox_svn (seguro: SKYROADS.EXE)
MOVIDO	emu/dos/Skyroads.zip	emu/ORIGINALES/DOS/Skyroads.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Skyroads/
EXTRAIDO	emu/dos/Skyrunner.zip	emu/ROMS/DOS/Skyrunner/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Skyrunner.conf	lanzador de dosbox_svn (dudoso: RUNNER.BAT)
MOVIDO	emu/dos/Skyrunner.zip	emu/ORIGINALES/DOS/Skyrunner.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Skyrunner/
EXTRAIDO	emu/dos/Sleepwalker.zip	emu/ROMS/DOS/Sleepwalker/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sleepwalker.conf	lanzador de dosbox_svn (seguro: sleep.exe)
MOVIDO	emu/dos/Sleepwalker.zip	emu/ORIGINALES/DOS/Sleepwalker.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sleepwalker/
EXTRAIDO	emu/dos/Slipstream 5000.zip	emu/ROMS/DOS/Slipstream 5000/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Slipstream 5000.conf	lanzador de dosbox_svn (dudoso: slip5000/SLIP.BAT)
MOVIDO	emu/dos/Slipstream 5000.zip	emu/ORIGINALES/DOS/Slipstream 5000.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Slipstream 5000/
EXTRAIDO	emu/dos/Snack Attack 2.zip	emu/ROMS/DOS/Snack Attack 2/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Snack Attack 2.conf	lanzador de dosbox_svn (seguro: snacka/SA.EXE)
MOVIDO	emu/dos/Snack Attack 2.zip	emu/ORIGINALES/DOS/Snack Attack 2.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Snack Attack 2/
EXTRAIDO	emu/dos/Snipes.zip	emu/ROMS/DOS/Snipes/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Snipes.conf	lanzador de dosbox_svn (seguro: snipes.com)
MOVIDO	emu/dos/Snipes.zip	emu/ORIGINALES/DOS/Snipes.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Snipes/
EXTRAIDO	emu/dos/Snoopy.zip	emu/ROMS/DOS/Snoopy/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Snoopy.conf	lanzador de dosbox_svn (seguro: SNOOPY.COM)
MOVIDO	emu/dos/Snoopy.zip	emu/ORIGINALES/DOS/Snoopy.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Snoopy/
EXTRAIDO	emu/dos/Soccer Kid.zip	emu/ROMS/DOS/Soccer Kid/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Soccer Kid.conf	lanzador de dosbox_svn (seguro: KID.EXE)
MOVIDO	emu/dos/Soccer Kid.zip	emu/ORIGINALES/DOS/Soccer Kid.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Soccer Kid/
EXTRAIDO	emu/dos/Sokoban.zip	emu/ROMS/DOS/Sokoban/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sokoban.conf	lanzador de dosbox_svn (seguro: SKB.EXE)
MOVIDO	emu/dos/Sokoban.zip	emu/ORIGINALES/DOS/Sokoban.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sokoban/
EXTRAIDO	emu/dos/Solo Flight.zip	emu/ROMS/DOS/Solo Flight/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Solo Flight.conf	lanzador de dosbox_svn (seguro: solo/SOLO.COM)
MOVIDO	emu/dos/Solo Flight.zip	emu/ORIGINALES/DOS/Solo Flight.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Solo Flight/
EXTRAIDO	emu/dos/Solomon's Key.zip	emu/ROMS/DOS/Solomon's Key/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Solomon's Key.conf	lanzador de dosbox_svn (seguro: solskey/SOLOMON.EXE)
MOVIDO	emu/dos/Solomon's Key.zip	emu/ORIGINALES/DOS/Solomon's Key.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Solomon's Key/
EXTRAIDO	emu/dos/Sorcerer Lord.zip	emu/ROMS/DOS/Sorcerer Lord/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Sorcerer Lord.conf	lanzador de dosbox_svn (seguro: SOR_LOR.EXE)
MOVIDO	emu/dos/Sorcerer Lord.zip	emu/ORIGINALES/DOS/Sorcerer Lord.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sorcerer Lord/
EXTRAIDO	emu/dos/Sorcerian.zip	emu/ROMS/DOS/Sorcerian/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Sorcerian.conf	lanzador de dosbox_svn (dudoso: SIERRA.EXE)
MOVIDO	emu/dos/Sorcerian.zip	emu/ORIGINALES/DOS/Sorcerian.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Sorcerian/
EXTRAIDO	emu/dos/Space Crusade.zip	emu/ROMS/DOS/Space Crusade/	juego de DOS descomprimido para la consola (dudoso)
CREADO		emu/ROMS/DOS/Space Crusade.conf	lanzador de dosbox_svn (dudoso: space/SPACE.EXE)
MOVIDO	emu/dos/Space Crusade.zip	emu/ORIGINALES/DOS/Space Crusade.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Space Crusade/
EXTRAIDO	emu/dos/Space Harrier.zip	emu/ROMS/DOS/Space Harrier/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Space Harrier.conf	lanzador de dosbox_svn (seguro: spacehar/HARRIER.EXE)
MOVIDO	emu/dos/Space Harrier.zip	emu/ORIGINALES/DOS/Space Harrier.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Space Harrier/
EXTRAIDO	emu/dos/Space Miner.zip	emu/ROMS/DOS/Space Miner/	juego de DOS descomprimido para la consola (seguro)
CREADO		emu/ROMS/DOS/Space Miner.conf	lanzador de dosbox_svn (seguro: SMINER.EXE)
MOVIDO	emu/dos/Space Miner.zip	emu/ORIGINALES/DOS/Space Miner.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/DOS/Space Miner/
EXTRAIDO	emu/dos/Space Quest 2 - Vohaul's Revenge.zip	emu/ROMS/SCUMMVM/Space Quest 2 - Vohaul's Revenge/	juego de DOS descomprimido para la consola (scummvm)
CREADO		emu/ROMS/SCUMMVM/Space Quest 2 - Vohaul's Revenge/Space Quest 2 - Vohaul's Revenge.scummvm	lanzador de ScummVM (id sq2)
MOVIDO	emu/dos/Space Quest 2 - Vohaul's Revenge.zip	emu/ORIGINALES/DOS/Space Quest 2 - Vohaul's Revenge.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/SCUMMVM/Space Quest 2 - Vohaul's Revenge/
EXTRAIDO	emu/dos/Space Quest 3 - The Pirates of Pestulon.zip	emu/ROMS/SCUMMVM/Space Quest 3 - The Pirates of Pestulon/	juego de DOS descomprimido para la consola (scummvm)
CREADO		emu/ROMS/SCUMMVM/Space Quest 3 - The Pirates of Pestulon/Space Quest 3 - The Pirates of Pestulon.scummvm	lanzador de ScummVM (id sq3)
MOVIDO	emu/dos/Space Quest 3 - The Pirates of Pestulon.zip	emu/ORIGINALES/DOS/Space Quest 3 - The Pirates of Pestulon.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/SCUMMVM/Space Quest 3 - The Pirates of Pestulon/
EXTRAIDO	emu/dos/Space Quest 4 - Roger Wilco and the Time Rippers.zip	emu/ROMS/SCUMMVM/Space Quest 4 - Roger Wilco and the Time Rippers/	juego de DOS descomprimido para la consola (scummvm)
CREADO		emu/ROMS/SCUMMVM/Space Quest 4 - Roger Wilco and the Time Rippers/sq4/Space Quest 4 - Roger Wilco and the Time Rippers.scummvm	lanzador de ScummVM (id sq4)
MOVIDO	emu/dos/Space Quest 4 - Roger Wilco and the Time Rippers.zip	emu/ORIGINALES/DOS/Space Quest 4 - Roger Wilco and the Time Rippers.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/SCUMMVM/Space Quest 4 - Roger Wilco and the Time Rippers/
EXTRAIDO	emu/dos/Space Quest 5 - The Next Mutation.zip	emu/ROMS/SCUMMVM/Space Quest 5 - The Next Mutation/	juego de DOS descomprimido para la consola (scummvm)
CREADO		emu/ROMS/SCUMMVM/Space Quest 5 - The Next Mutation/Space Quest 5 - The Next Mutation.scummvm	lanzador de ScummVM (id sq5)
MOVIDO	emu/dos/Space Quest 5 - The Next Mutation.zip	emu/ORIGINALES/DOS/Space Quest 5 - The Next Mutation.zip	original del juego, catalogado; la copia descomprimida está en emu/ROMS/SCUMMVM/Space Quest 5 - The Next Mutation/
