accion	origen	destino	motivo
MOVIDO	emu/dos/images/Bard's Tale III - Thief of Fate-image.png	emu/MEDIA/DOS/images/Bard's Tale III - Thief of Fate-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bard's Tale III - Thief of Fate-marquee.png	emu/MEDIA/DOS/images/Bard's Tale III - Thief of Fate-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bard's Tale III - Thief of Fate-thumb.png	emu/MEDIA/DOS/images/Bard's Tale III - Thief of Fate-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bard's Tale-image.png	emu/MEDIA/DOS/images/Bard's Tale-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bard's Tale-thumb.png	emu/MEDIA/DOS/images/Bard's Tale-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bargames-image.png	emu/MEDIA/DOS/images/Bargames-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bargames-marquee.png	emu/MEDIA/DOS/images/Bargames-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bargames-thumb.png	emu/MEDIA/DOS/images/Bargames-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Caped Crusader-image.png	emu/MEDIA/DOS/images/Batman - The Caped Crusader-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Caped Crusader-marquee.png	emu/MEDIA/DOS/images/Batman - The Caped Crusader-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Caped Crusader-thumb.png	emu/MEDIA/DOS/images/Batman - The Caped Crusader-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Movie-image.png	emu/MEDIA/DOS/images/Batman - The Movie-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Movie-marquee.png	emu/MEDIA/DOS/images/Batman - The Movie-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman - The Movie-thumb.png	emu/MEDIA/DOS/images/Batman - The Movie-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman Forever-image.png	emu/MEDIA/DOS/images/Batman Forever-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman Forever-marquee.png	emu/MEDIA/DOS/images/Batman Forever-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Batman Forever-thumb.png	emu/MEDIA/DOS/images/Batman Forever-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Bugs-image.png	emu/MEDIA/DOS/images/Battle Bugs-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Bugs-marquee.png	emu/MEDIA/DOS/images/Battle Bugs-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Bugs-thumb.png	emu/MEDIA/DOS/images/Battle Bugs-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Chess (for Windows)-image.png	emu/MEDIA/DOS/images/Battle Chess (for Windows)-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Chess (for Windows)-marquee.png	emu/MEDIA/DOS/images/Battle Chess (for Windows)-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Chess (for Windows)-thumb.png	emu/MEDIA/DOS/images/Battle Chess (for Windows)-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Zone-image.png	emu/MEDIA/DOS/images/Battle Zone-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Zone-marquee.png	emu/MEDIA/DOS/images/Battle Zone-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle Zone-thumb.png	emu/MEDIA/DOS/images/Battle Zone-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle of Antietam-image.png	emu/MEDIA/DOS/images/Battle of Antietam-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle of Antietam-marquee.png	emu/MEDIA/DOS/images/Battle of Antietam-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battle of Antietam-thumb.png	emu/MEDIA/DOS/images/Battle of Antietam-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Inception-image.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Inception-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Inception-marquee.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Inception-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Inception-thumb.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Inception-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Revenge-image.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Revenge-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Revenge-marquee.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Revenge-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/BattleTech - The Crescent Hawks Revenge-thumb.png	emu/MEDIA/DOS/images/BattleTech - The Crescent Hawks Revenge-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battlehawks 1942-image.png	emu/MEDIA/DOS/images/Battlehawks 1942-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battlehawks 1942-marquee.png	emu/MEDIA/DOS/images/Battlehawks 1942-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Battlehawks 1942-thumb.png	emu/MEDIA/DOS/images/Battlehawks 1942-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beats Of Rage-image.png	emu/MEDIA/DOS/images/Beats Of Rage-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bedlam-image.png	emu/MEDIA/DOS/images/Bedlam-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bedlam-marquee.png	emu/MEDIA/DOS/images/Bedlam-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bedlam-thumb.png	emu/MEDIA/DOS/images/Bedlam-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Below the Root-image.png	emu/MEDIA/DOS/images/Below the Root-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Below the Root-marquee.png	emu/MEDIA/DOS/images/Below the Root-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Below the Root-thumb.png	emu/MEDIA/DOS/images/Below the Root-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Berlin 1948-image.png	emu/MEDIA/DOS/images/Berlin 1948-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Berlin 1948-marquee.png	emu/MEDIA/DOS/images/Berlin 1948-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Berlin 1948-thumb.png	emu/MEDIA/DOS/images/Berlin 1948-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond Zork - The Coconut of Quendor-image.png	emu/MEDIA/DOS/images/Beyond Zork - The Coconut of Quendor-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond Zork - The Coconut of Quendor-marquee.png	emu/MEDIA/DOS/images/Beyond Zork - The Coconut of Quendor-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond Zork - The Coconut of Quendor-thumb.png	emu/MEDIA/DOS/images/Beyond Zork - The Coconut of Quendor-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond the Black Hole-image.png	emu/MEDIA/DOS/images/Beyond the Black Hole-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond the Black Hole-marquee.png	emu/MEDIA/DOS/images/Beyond the Black Hole-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Beyond the Black Hole-thumb.png	emu/MEDIA/DOS/images/Beyond the Black Hole-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Big Business-image.png	emu/MEDIA/DOS/images/Big Business-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Big Business-marquee.png	emu/MEDIA/DOS/images/Big Business-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Big Business-thumb.png	emu/MEDIA/DOS/images/Big Business-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Big Top-image.png	emu/MEDIA/DOS/images/Big Top-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Big Top-thumb.png	emu/MEDIA/DOS/images/Big Top-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bill & Ted's Excellent Adventure-image.png	emu/MEDIA/DOS/images/Bill & Ted's Excellent Adventure-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bill & Ted's Excellent Adventure-marquee.png	emu/MEDIA/DOS/images/Bill & Ted's Excellent Adventure-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bill & Ted's Excellent Adventure-thumb.png	emu/MEDIA/DOS/images/Bill & Ted's Excellent Adventure-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bio Menace-image.png	emu/MEDIA/DOS/images/Bio Menace-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bio Menace-marquee.png	emu/MEDIA/DOS/images/Bio Menace-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bio Menace-thumb.png	emu/MEDIA/DOS/images/Bio Menace-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bioforge-image.png	emu/MEDIA/DOS/images/Bioforge-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bioforge-marquee.png	emu/MEDIA/DOS/images/Bioforge-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bioforge-thumb.png	emu/MEDIA/DOS/images/Bioforge-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bionic Commando-image.png	emu/MEDIA/DOS/images/Bionic Commando-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bionic Commando-marquee.png	emu/MEDIA/DOS/images/Bionic Commando-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bionic Commando-thumb.png	emu/MEDIA/DOS/images/Bionic Commando-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Birds of Prey-image.png	emu/MEDIA/DOS/images/Birds of Prey-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Birds of Prey-marquee.png	emu/MEDIA/DOS/images/Birds of Prey-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Birds of Prey-thumb.png	emu/MEDIA/DOS/images/Birds of Prey-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Black Monday-image.png	emu/MEDIA/DOS/images/Black Monday-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Black Monday-thumb.png	emu/MEDIA/DOS/images/Black Monday-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Black Sect-image.png	emu/MEDIA/DOS/images/Black Sect-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Black Sect-marquee.png	emu/MEDIA/DOS/images/Black Sect-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Black Sect-thumb.png	emu/MEDIA/DOS/images/Black Sect-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blackthorne-image.png	emu/MEDIA/DOS/images/Blackthorne-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blackthorne-marquee.png	emu/MEDIA/DOS/images/Blackthorne-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blackthorne-thumb.png	emu/MEDIA/DOS/images/Blackthorne-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blades of Steel-image.png	emu/MEDIA/DOS/images/Blades of Steel-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blades of Steel-marquee.png	emu/MEDIA/DOS/images/Blades of Steel-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blades of Steel-thumb.png	emu/MEDIA/DOS/images/Blades of Steel-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blockout-image.png	emu/MEDIA/DOS/images/Blockout-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blockout-marquee.png	emu/MEDIA/DOS/images/Blockout-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blockout-thumb.png	emu/MEDIA/DOS/images/Blockout-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blood Bowl-image.png	emu/MEDIA/DOS/images/Blood Bowl-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blood Bowl-marquee.png	emu/MEDIA/DOS/images/Blood Bowl-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blood Bowl-thumb.png	emu/MEDIA/DOS/images/Blood Bowl-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bloodwych-image.png	emu/MEDIA/DOS/images/Bloodwych-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bloodwych-marquee.png	emu/MEDIA/DOS/images/Bloodwych-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bloodwych-thumb.png	emu/MEDIA/DOS/images/Bloodwych-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blue Max - Aces of the Great War-image.png	emu/MEDIA/DOS/images/Blue Max - Aces of the Great War-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blue Max - Aces of the Great War-marquee.png	emu/MEDIA/DOS/images/Blue Max - Aces of the Great War-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blue Max - Aces of the Great War-thumb.png	emu/MEDIA/DOS/images/Blue Max - Aces of the Great War-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blues Brothers 2-image.png	emu/MEDIA/DOS/images/Blues Brothers 2-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blues Brothers 2-marquee.png	emu/MEDIA/DOS/images/Blues Brothers 2-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Blues Brothers 2-thumb.png	emu/MEDIA/DOS/images/Blues Brothers 2-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bobby Fischer teaches Chess-image.png	emu/MEDIA/DOS/images/Bobby Fischer teaches Chess-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bobby Fischer teaches Chess-thumb.png	emu/MEDIA/DOS/images/Bobby Fischer teaches Chess-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Body Blows-image.png	emu/MEDIA/DOS/images/Body Blows-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Body Blows-marquee.png	emu/MEDIA/DOS/images/Body Blows-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Body Blows-thumb.png	emu/MEDIA/DOS/images/Body Blows-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bombuzal-image.png	emu/MEDIA/DOS/images/Bombuzal-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bombuzal-marquee.png	emu/MEDIA/DOS/images/Bombuzal-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bombuzal-thumb.png	emu/MEDIA/DOS/images/Bombuzal-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Border Zone-image.png	emu/MEDIA/DOS/images/Border Zone-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Border Zone-marquee.png	emu/MEDIA/DOS/images/Border Zone-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Border Zone-thumb.png	emu/MEDIA/DOS/images/Border Zone-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash II-image.png	emu/MEDIA/DOS/images/Boulder Dash II-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash II-marquee.png	emu/MEDIA/DOS/images/Boulder Dash II-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash II-thumb.png	emu/MEDIA/DOS/images/Boulder Dash II-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash [Remake]-image.png	emu/MEDIA/DOS/images/Boulder Dash [Remake]-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash [Remake]-marquee.png	emu/MEDIA/DOS/images/Boulder Dash [Remake]-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Boulder Dash [Remake]-thumb.png	emu/MEDIA/DOS/images/Boulder Dash [Remake]-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bram Stoker's Dracula-image.png	emu/MEDIA/DOS/images/Bram Stoker's Dracula-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bram Stoker's Dracula-marquee.png	emu/MEDIA/DOS/images/Bram Stoker's Dracula-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bram Stoker's Dracula-thumb.png	emu/MEDIA/DOS/images/Bram Stoker's Dracula-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breach-image.png	emu/MEDIA/DOS/images/Breach-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breach-marquee.png	emu/MEDIA/DOS/images/Breach-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breach-thumb.png	emu/MEDIA/DOS/images/Breach-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breakers-image.png	emu/MEDIA/DOS/images/Breakers-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breakers-marquee.png	emu/MEDIA/DOS/images/Breakers-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Breakers-thumb.png	emu/MEDIA/DOS/images/Breakers-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brett Hull Hockey '95-image.png	emu/MEDIA/DOS/images/Brett Hull Hockey '95-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brett Hull Hockey '95-thumb.png	emu/MEDIA/DOS/images/Brett Hull Hockey '95-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brimstone-image.png	emu/MEDIA/DOS/images/Brimstone-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brimstone-thumb.png	emu/MEDIA/DOS/images/Brimstone-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brix-image.png	emu/MEDIA/DOS/images/Brix-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brix-marquee.png	emu/MEDIA/DOS/images/Brix-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brix-thumb.png	emu/MEDIA/DOS/images/Brix-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brutal Sports Football-image.png	emu/MEDIA/DOS/images/Brutal Sports Football-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brutal Sports Football-marquee.png	emu/MEDIA/DOS/images/Brutal Sports Football-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Brutal Sports Football-thumb.png	emu/MEDIA/DOS/images/Brutal Sports Football-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Bobble-image.png	emu/MEDIA/DOS/images/Bubble Bobble-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Bobble-marquee.png	emu/MEDIA/DOS/images/Bubble Bobble-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Bobble-thumb.png	emu/MEDIA/DOS/images/Bubble Bobble-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Ghost-image.png	emu/MEDIA/DOS/images/Bubble Ghost-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Ghost-marquee.png	emu/MEDIA/DOS/images/Bubble Ghost-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bubble Ghost-thumb.png	emu/MEDIA/DOS/images/Bubble Ghost-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bully's Sporting Darts-image.png	emu/MEDIA/DOS/images/Bully's Sporting Darts-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bully's Sporting Darts-marquee.png	emu/MEDIA/DOS/images/Bully's Sporting Darts-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bully's Sporting Darts-thumb.png	emu/MEDIA/DOS/images/Bully's Sporting Darts-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy's Arcade Fantasy-image.png	emu/MEDIA/DOS/images/Bumpy's Arcade Fantasy-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy's Arcade Fantasy-marquee.png	emu/MEDIA/DOS/images/Bumpy's Arcade Fantasy-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy's Arcade Fantasy-thumb.png	emu/MEDIA/DOS/images/Bumpy's Arcade Fantasy-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy-image.png	emu/MEDIA/DOS/images/Bumpy-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy-marquee.png	emu/MEDIA/DOS/images/Bumpy-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bumpy-thumb.png	emu/MEDIA/DOS/images/Bumpy-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bundesliga Manager Professional-image.png	emu/MEDIA/DOS/images/Bundesliga Manager Professional-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bundesliga Manager Professional-marquee.png	emu/MEDIA/DOS/images/Bundesliga Manager Professional-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bundesliga Manager Professional-thumb.png	emu/MEDIA/DOS/images/Bundesliga Manager Professional-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bureau 13-image.png	emu/MEDIA/DOS/images/Bureau 13-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bureau 13-marquee.png	emu/MEDIA/DOS/images/Bureau 13-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bureau 13-thumb.png	emu/MEDIA/DOS/images/Bureau 13-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Burger Time-image.png	emu/MEDIA/DOS/images/Burger Time-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Burger Time-marquee.png	emu/MEDIA/DOS/images/Burger Time-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Burger Time-thumb.png	emu/MEDIA/DOS/images/Burger Time-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bush Buck - Global Treasure Hunter-image.png	emu/MEDIA/DOS/images/Bush Buck - Global Treasure Hunter-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bush Buck - Global Treasure Hunter-marquee.png	emu/MEDIA/DOS/images/Bush Buck - Global Treasure Hunter-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Bush Buck - Global Treasure Hunter-thumb.png	emu/MEDIA/DOS/images/Bush Buck - Global Treasure Hunter-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/CDRAKE-image.png	emu/MEDIA/DOS/images/CDRAKE-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/CDRAKE-thumb.png	emu/MEDIA/DOS/images/CDRAKE-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cabal-image.png	emu/MEDIA/DOS/images/Cabal-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cabal-marquee.png	emu/MEDIA/DOS/images/Cabal-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cabal-thumb.png	emu/MEDIA/DOS/images/Cabal-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cadaver-image.png	emu/MEDIA/DOS/images/Cadaver-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cadaver-marquee.png	emu/MEDIA/DOS/images/Cadaver-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Cadaver-thumb.png	emu/MEDIA/DOS/images/Cadaver-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Caesar's Palace-image.png	emu/MEDIA/DOS/images/Caesar's Palace-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Caesar's Palace-thumb.png	emu/MEDIA/DOS/images/Caesar's Palace-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Caesar-image.png	emu/MEDIA/DOS/images/Caesar-image.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Caesar-marquee.png	emu/MEDIA/DOS/images/Caesar-marquee.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/Caesar-thumb.png	emu/MEDIA/DOS/images/Caesar-thumb.png	carátulas, capturas y logos de ScreenScraper
MOVIDO	emu/dos/images/California Games 2-image.png	emu/MEDIA/DOS/images/California Games 2-image.png	carátulas, capturas y logos de ScreenScraper
